Country,COW,COW#,World Bank,Year,Amnesty,State Dept.
Gabon,GAB,481,GAB,1984,2,2
Gabon,GAB,481,GAB,1985,2,2
Gabon,GAB,481,GAB,1986, ,1
Gabon,GAB,481,GAB,1987,2,1
Gabon,GAB,481,GAB,1988, ,3
Gabon,GAB,481,GAB,1989,2,1
Gabon,GAB,481,GAB,1990,1,2
Gabon,GAB,481,GAB,1991, ,2
Gabon,GAB,481,GAB,1992, ,2
Gabon,GAB,481,GAB,1993, ,2
Gabon,GAB,481,GAB,1994,3,4
Gabon,GAB,481,GAB,1995, ,2
Gabon,GAB,481,GAB,1996, ,2
Gabon,GAB,481,GAB,1997, ,2
Gabon,GAB,481,GAB,1998, ,2
Gabon,GAB,481,GAB,1999, ,2
Gabon,GAB,481,GAB,2000, ,2
Gabon,GAB,481,GAB,2001, ,2
Gabon,GAB,481,GAB,2002, ,2
Gabon,GAB,481,GAB,2003, ,2
Gabon,GAB,481,GAB,2004, ,2
Gabon,GAB,481,GAB,2005, ,3
Gabon,GAB,481,GAB,2006, ,3
Gabon,GAB,481,GAB,2007, ,3
Gabon,GAB,481,GAB,2008, ,3
Gabon,GAB,481,GAB,2009,,3
Gabon,GAB,481,GAB,2010,,2
Gabon,GAB,481,GAB,2011,,2
Central African Republic,CEN,482,CAF,1976,2, 
Central African Republic,CEN,482,CAF,1977,2,2
Central African Republic,CEN,482,CAF,1978,4,2
Central African Republic,CEN,482,CAF,1979,4,4
Central African Republic,CEN,482,CAF,1980, , 
Central African Republic,CEN,482,CAF,1981, , 
Central African Republic,CEN,482,CAF,1982, , 
Central African Republic,CEN,482,CAF,1983, , 
Central African Republic,CEN,482,CAF,1984, , 
Central African Republic,CEN,482,CAF,1985, , 
Central African Republic,CEN,482,CAF,1986, , 
Central African Republic,CEN,482,CAF,1987,2,2
Central African Republic,CEN,482,CAF,1988,2,2
Central African Republic,CEN,482,CAF,1989,2,2
Central African Republic,CEN,482,CAF,1990,2,2
Central African Republic,CEN,482,CAF,1991,2,2
Central African Republic,CEN,482,CAF,1992,2,3
Central African Republic,CEN,482,CAF,1993,2,2
Central African Republic,CEN,482,CAF,1994, ,2
Central African Republic,CEN,482,CAF,1995, ,2
Central African Republic,CEN,482,CAF,1996, ,2
Central African Republic,CEN,482,CAF,1997, ,3
Central African Republic,CEN,482,CAF,1998, ,2
Central African Republic,CEN,482,CAF,1999, ,3
Central African Republic,CEN,482,CAF,2000, ,2
Central African Republic,CEN,482,CAF,2001,4,4
Central African Republic,CEN,482,CAF,2002,3,3
Central African Republic,CEN,482,CAF,2003,4,4
Central African Republic,CEN,482,CAF,2004,2,4
Central African Republic,CEN,482,CAF,2005,3,4
Central African Republic,CEN,482,CAF,2006,4,5
Central African Republic,CEN,482,CAF,2007,4,5
Central African Republic,CEN,482,CAF,2008,4,4
Central African Republic,CEN,482,CAF,2009,4,4
Central African Republic,CEN,482,CAF,2010,4,5
Central African Republic,CEN,482,CAF,2011,4,4
Chad,CHA,483,TCD,1976,2, 
Chad,CHA,483,TCD,1977,3,3
Chad,CHA,483,TCD,1978,3,3
Chad,CHA,483,TCD,1979,3,3
Chad,CHA,483,TCD,1980, , 
Chad,CHA,483,TCD,1981, , 
Chad,CHA,483,TCD,1982,3,3
Chad,CHA,483,TCD,1983,3, 
Chad,CHA,483,TCD,1984,5,5
Chad,CHA,483,TCD,1985,5,5
Chad,CHA,483,TCD,1986,2,3
Chad,CHA,483,TCD,1987,4,3
Chad,CHA,483,TCD,1988,3,3
Chad,CHA,483,TCD,1989,3,3
Chad,CHA,483,TCD,1990,4,4
Chad,CHA,483,TCD,1991,3,4
Chad,CHA,483,TCD,1992,5,4
Chad,CHA,483,TCD,1993,5,4
Chad,CHA,483,TCD,1994,4,4
Chad,CHA,483,TCD,1995,4,4
Chad,CHA,483,TCD,1996,4,2
Chad,CHA,483,TCD,1997,4,4
Chad,CHA,483,TCD,1998,4,4
Chad,CHA,483,TCD,1999,4,4
Chad,CHA,483,TCD,2000,3,4
Chad,CHA,483,TCD,2001,4,4
Chad,CHA,483,TCD,2002,2,4
Chad,CHA,483,TCD,2003,3,4
Chad,CHA,483,TCD,2004,3,4
Chad,CHA,483,TCD,2005,2,4
Chad,CHA,483,TCD,2006,4,4
Chad,CHA,483,TCD,2007,4,4
Chad,CHA,483,TCD,2008,5,5
Chad,CHA,483,TCD,2009,5,4
Chad,CHA,483,TCD,2010,4,4
Chad,CHA,483,TCD,2011,4,3
Congo,CON,484,COG,1976,2, 
Congo,CON,484,COG,1977,2, 
Congo,CON,484,COG,1978,2,1
Congo,CON,484,COG,1979,2,2
Congo,CON,484,COG,1980,2,2
Congo,CON,484,COG,1981,2,2
Congo,CON,484,COG,1982,2,2
Congo,CON,484,COG,1983,2,2
Congo,CON,484,COG,1984,2,2
Congo,CON,484,COG,1985,2,2
Congo,CON,484,COG,1986,2,2
Congo,CON,484,COG,1987,3,3
Congo,CON,484,COG,1988,2,2
Congo,CON,484,COG,1989,2,2
Congo,CON,484,COG,1990,2,2
Congo,CON,484,COG,1991,2,1
Congo,CON,484,COG,1992,2,2
Congo,CON,484,COG,1993,3,4
Congo,CON,484,COG,1994,4,4
Congo,CON,484,COG,1995,3,3
Congo,CON,484,COG,1996,3,3
Congo,CON,484,COG,1997,5,5
Congo,CON,484,COG,1998,4,5
Congo,CON,484,COG,1999,5,5
Congo,CON,484,COG,2000,5,3
Congo,CON,484,COG,2001, ,3
Congo,CON,484,COG,2002,4,4
Congo,CON,484,COG,2003,4,4
Congo,CON,484,COG,2004,3,2
Congo,CON,484,COG,2005,2,3
Congo,CON,484,COG,2006,2,3
Congo,CON,484,COG,2007,2,3
Congo,CON,484,COG,2008,3,3
Congo,CON,484,COG,2009,3,2
Congo,CON,484,COG,2010,2,2
Congo,CON,484,COG,2011,2,2
Democratic Republic of the Congo,DRC,490,ZAR,1976, ,2
Democratic Republic of the Congo,DRC,490,ZAR,1977,4,2
Democratic Republic of the Congo,DRC,490,ZAR,1978,4,3
Democratic Republic of the Congo,DRC,490,ZAR,1979,3,3
Democratic Republic of the Congo,DRC,490,ZAR,1980,4,3
Democratic Republic of the Congo,DRC,490,ZAR,1981,4,3
Democratic Republic of the Congo,DRC,490,ZAR,1982,4,3
Democratic Republic of the Congo,DRC,490,ZAR,1983,4,3
Democratic Republic of the Congo,DRC,490,ZAR,1984,3,3
Democratic Republic of the Congo,DRC,490,ZAR,1985,3,4
Democratic Republic of the Congo,DRC,490,ZAR,1986,3,4
Democratic Republic of the Congo,DRC,490,ZAR,1987,3,3
Democratic Republic of the Congo,DRC,490,ZAR,1988,3,3
Democratic Republic of the Congo,DRC,490,ZAR,1989,3,3
Democratic Republic of the Congo,DRC,490,ZAR,1990,3,3
Democratic Republic of the Congo,DRC,490,ZAR,1991,4,3
Democratic Republic of the Congo,DRC,490,ZAR,1992,4,4
Democratic Republic of the Congo,DRC,490,ZAR,1993,5,5
Democratic Republic of the Congo,DRC,490,ZAR,1994,4,5
Democratic Republic of the Congo,DRC,490,ZAR,1995,4,4
Democratic Republic of the Congo,DRC,490,ZAR,1996,4,5
Democratic Republic of the Congo,DRC,490,ZAR,1997,5,5
Democratic Republic of the Congo,DRC,490,ZAR,1998,5,5
Democratic Republic of the Congo,DRC,490,ZAR,1999,5,5
Democratic Republic of the Congo,DRC,490,ZAR,2000,5,5
Democratic Republic of the Congo,DRC,490,ZAR,2001,4,5
Democratic Republic of the Congo,DRC,490,ZAR,2002,5,5
Democratic Republic of the Congo,DRC,490,ZAR,2003,5,5
Democratic Republic of the Congo,DRC,490,ZAR,2004,5,5
Democratic Republic of the Congo,DRC,490,ZAR,2005,5,4
Democratic Republic of the Congo,DRC,490,ZAR,2006,5,4
Democratic Republic of the Congo,DRC,490,ZAR,2007,5,5
Democratic Republic of the Congo,DRC,490,ZAR,2008,5,5
Democratic Republic of the Congo,DRC,490,ZAR,2009,5,5
Democratic Republic of the Congo,DRC,490,ZAR,2010,5,5
Dem. Republic of the Congo,DRC,490,ZAR,2011,5,4
Uganda,UGA,500,UGA,1976,5, 
Uganda,UGA,500,UGA,1977,5, 
Uganda,UGA,500,UGA,1978,5, 
Uganda,UGA,500,UGA,1979,4,2
Uganda,UGA,500,UGA,1980,4,4
Uganda,UGA,500,UGA,1981,5,4
Uganda,UGA,500,UGA,1982,4,5
Uganda,UGA,500,UGA,1983,5,5
Uganda,UGA,500,UGA,1984,4,4
Uganda,UGA,500,UGA,1985,5,5
Uganda,UGA,500,UGA,1986,4,4
Uganda,UGA,500,UGA,1987,4,4
Uganda,UGA,500,UGA,1988,4,4
Uganda,UGA,500,UGA,1989,4,4
Uganda,UGA,500,UGA,1990,4,4
Uganda,UGA,500,UGA,1991,4,4
Uganda,UGA,500,UGA,1992,3,3
Uganda,UGA,500,UGA,1993,3,3
Uganda,UGA,500,UGA,1994,3,3
Uganda,UGA,500,UGA,1995,3,4
Uganda,UGA,500,UGA,1996,4,3
Uganda,UGA,500,UGA,1997,4,3
Uganda,UGA,500,UGA,1998,4,3
Uganda,UGA,500,UGA,1999,4,3
Uganda,UGA,500,UGA,2000,4,3
Uganda,UGA,500,UGA,2001,4,3
Uganda,UGA,500,UGA,2002,4,4
Uganda,UGA,500,UGA,2003,4,4
Uganda,UGA,500,UGA,2004,4,4
Uganda,UGA,500,UGA,2005,4,5
Uganda,UGA,500,UGA,2006,4,4
Uganda,UGA,500,UGA,2007,4,4
Uganda,UGA,500,UGA,2008,3,4
Uganda,UGA,500,UGA,2009,3,4
Uganda,UGA,500,UGA,2010,3,4
Uganda,UGA,500,UGA,2011,3,4
Kenya,KEN,501,KEN,1976,2,2
Kenya,KEN,501,KEN,1977,2,2
Kenya,KEN,501,KEN,1978,3,2
Kenya,KEN,501,KEN,1979,2,2
Kenya,KEN,501,KEN,1980, ,2
Kenya,KEN,501,KEN,1981,2,2
Kenya,KEN,501,KEN,1982,3,2
Kenya,KEN,501,KEN,1983,3,2
Kenya,KEN,501,KEN,1984,4,3
Kenya,KEN,501,KEN,1985,2,2
Kenya,KEN,501,KEN,1986,3,2
Kenya,KEN,501,KEN,1987,3,3
Kenya,KEN,501,KEN,1988,3,2
Kenya,KEN,501,KEN,1989,2,2
Kenya,KEN,501,KEN,1990,3,3
Kenya,KEN,501,KEN,1991,3,3
Kenya,KEN,501,KEN,1992,4,4
Kenya,KEN,501,KEN,1993,3,4
Kenya,KEN,501,KEN,1994,4,4
Kenya,KEN,501,KEN,1995,4,3
Kenya,KEN,501,KEN,1996,3,4
Kenya,KEN,501,KEN,1997,4,4
Kenya,KEN,501,KEN,1998,3,3
Kenya,KEN,501,KEN,1999,3,3
Kenya,KEN,501,KEN,2000,3,3
Kenya,KEN,501,KEN,2001,3,3
Kenya,KEN,501,KEN,2002,4,4
Kenya,KEN,501,KEN,2003,3,4
Kenya,KEN,501,KEN,2004,3,3
Kenya,KEN,501,KEN,2005,3,4
Kenya,KEN,501,KEN,2006,3,4
Kenya,KEN,501,KEN,2007,4,4
Kenya,KEN,501,KEN,2008,4,4
Kenya,KEN,501,KEN,2009,3,4
Kenya,KEN,501,KEN,2010,3,4
Kenya,KEN,501,KEN,2011,2,3
Tanzania,TAZ,510,TZA,1976,4, 
Tanzania,TAZ,510,TZA,1977,3,3
Tanzania,TAZ,510,TZA,1978,3,2
Tanzania,TAZ,510,TZA,1979,2,2
Tanzania,TAZ,510,TZA,1980,2,2
Tanzania,TAZ,510,TZA,1981,2,2
Tanzania,TAZ,510,TZA,1982,2,2
Tanzania,TAZ,510,TZA,1983, ,3
Tanzania,TAZ,510,TZA,1984,2,3
Tanzania,TAZ,510,TZA,1985,2,2
Tanzania,TAZ,510,TZA,1986,2,2
Tanzania,TAZ,510,TZA,1987,2,3
Tanzania,TAZ,510,TZA,1988,2,2
Tanzania,TAZ,510,TZA,1989,2,2
Tanzania,TAZ,510,TZA,1990,2,3
Tanzania,TAZ,510,TZA,1991,2,2
Tanzania,TAZ,510,TZA,1992,1,2
Tanzania,TAZ,510,TZA,1993,2,2
Tanzania,TAZ,510,TZA,1994,2,2
Tanzania,TAZ,510,TZA,1995,3,2
Tanzania,TAZ,510,TZA,1996,3,3
Tanzania,TAZ,510,TZA,1997, ,3
Tanzania,TAZ,510,TZA,1998,3,3
Tanzania,TAZ,510,TZA,1999,2,3
Tanzania,TAZ,510,TZA,2000,3,3
Tanzania,TAZ,510,TZA,2001,3,3
Tanzania,TAZ,510,TZA,2002,2,3
Tanzania,TAZ,510,TZA,2003,3,3
Tanzania,TAZ,510,TZA,2004,2,3
Tanzania,TAZ,510,TZA,2005,3,3
Tanzania,TAZ,510,TZA,2006,2,3
Tanzania,TAZ,510,TZA,2007,2,3
Tanzania,TAZ,510,TZA,2008,2,3
Tanzania,TAZ,510,TZA,2009,2,2
Tanzania,TAZ,510,TZA,2010,2,3
Tanzania,TAZ,510,TZA,2011,2,3
Burundi,BUI,516,BDI,1976,2, 
Burundi,BUI,516,BDI,1977, ,2
Burundi,BUI,516,BDI,1978, ,2
Burundi,BUI,516,BDI,1979,2,2
Burundi,BUI,516,BDI,1980,2,2
Burundi,BUI,516,BDI,1981, ,2
Burundi,BUI,516,BDI,1982, ,2
Burundi,BUI,516,BDI,1983,2,2
Burundi,BUI,516,BDI,1984,2,2
Burundi,BUI,516,BDI,1985,3,2
Burundi,BUI,516,BDI,1986,3,3
Burundi,BUI,516,BDI,1987,2,2
Burundi,BUI,516,BDI,1988,4,4
Burundi,BUI,516,BDI,1989,2,2
Burundi,BUI,516,BDI,1990,2,2
Burundi,BUI,516,BDI,1991,5,4
Burundi,BUI,516,BDI,1992,4,4
Burundi,BUI,516,BDI,1993,5,5
Burundi,BUI,516,BDI,1994,5,5
Burundi,BUI,516,BDI,1995,5,5
Burundi,BUI,516,BDI,1996,5,5
Burundi,BUI,516,BDI,1997,5,5
Burundi,BUI,516,BDI,1998,5,5
Burundi,BUI,516,BDI,1999,5,5
Burundi,BUI,516,BDI,2000,4,5
Burundi,BUI,516,BDI,2001,5,5
Burundi,BUI,516,BDI,2002,5,5
Burundi,BUI,516,BDI,2003,4,4
Burundi,BUI,516,BDI,2004,4,5
Burundi,BUI,516,BDI,2005,4,5
Burundi,BUI,516,BDI,2006,4,4
Burundi,BUI,516,BDI,2007,4,4
Burundi,BUI,516,BDI,2008,4,4
Burundi,BUI,516,BDI,2009,3,3
Burundi,BUI,516,BDI,2010,3,4
Burundi,BUI,516,BDI,2011,3,4
Rwanda,RWA,517,RWA,1976,2, 
Rwanda,RWA,517,RWA,1977, ,2
Rwanda,RWA,517,RWA,1978, ,1
Rwanda,RWA,517,RWA,1979, ,2
Rwanda,RWA,517,RWA,1980, , 
Rwanda,RWA,517,RWA,1981,2,1
Rwanda,RWA,517,RWA,1982,3,1
Rwanda,RWA,517,RWA,1983,2,1
Rwanda,RWA,517,RWA,1984,2, 
Rwanda,RWA,517,RWA,1985, ,2
Rwanda,RWA,517,RWA,1986,3,2
Rwanda,RWA,517,RWA,1987,2,1
Rwanda,RWA,517,RWA,1988,2,1
Rwanda,RWA,517,RWA,1989,2,2
Rwanda,RWA,517,RWA,1990,5,4
Rwanda,RWA,517,RWA,1991,5,4
Rwanda,RWA,517,RWA,1992,4, 
Rwanda,RWA,517,RWA,1993,4,4
Rwanda,RWA,517,RWA,1994,5,5
Rwanda,RWA,517,RWA,1995,5,5
Rwanda,RWA,517,RWA,1996,5,5
Rwanda,RWA,517,RWA,1997,5,5
Rwanda,RWA,517,RWA,1998,5,5
Rwanda,RWA,517,RWA,1999,5,4
Rwanda,RWA,517,RWA,2000,4,4
Rwanda,RWA,517,RWA,2001,5,4
Rwanda,RWA,517,RWA,2002,4,4
Rwanda,RWA,517,RWA,2003,3,4
Rwanda,RWA,517,RWA,2004,3,4
Rwanda,RWA,517,RWA,2005,2,3
Rwanda,RWA,517,RWA,2006,2,3
Rwanda,RWA,517,RWA,2007,3,3
Rwanda,RWA,517,RWA,2008,2,2
Rwanda,RWA,517,RWA,2009,2,3
Rwanda,RWA,517,RWA,2010,3,2
Rwanda,RWA,517,RWA,2011,3,3
Somalia,SOM,520,SOM,1976,2, 
Somalia,SOM,520,SOM,1977,3,2
Somalia,SOM,520,SOM,1978,3,2
Somalia,SOM,520,SOM,1979,3,3
Somalia,SOM,520,SOM,1980,3,3
Somalia,SOM,520,SOM,1981,3,2
Somalia,SOM,520,SOM,1982,3,2
Somalia,SOM,520,SOM,1983,3,3
Somalia,SOM,520,SOM,1984,3,3
Somalia,SOM,520,SOM,1985,3,3
Somalia,SOM,520,SOM,1986,4,3
Somalia,SOM,520,SOM,1987,4,3
Somalia,SOM,520,SOM,1988,5,4
Somalia,SOM,520,SOM,1989,5,5
Somalia,SOM,520,SOM,1990,5,5
Somalia,SOM,520,SOM,1991,5,5
Somalia,SOM,520,SOM,1992,5,5
Somalia,SOM,520,SOM,1993,4,5
Somalia,SOM,520,SOM,1994,5,5
Somalia,SOM,520,SOM,1995,5,4
Somalia,SOM,520,SOM,1996,4,5
Somalia,SOM,520,SOM,1997,4,3
Somalia,SOM,520,SOM,1998,4,3
Somalia,SOM,520,SOM,1999,4,4
Somalia,SOM,520,SOM,2000,4,4
Somalia,SOM,520,SOM,2001,4,4
Somalia,SOM,520,SOM,2002,4,4
Somalia,SOM,520,SOM,2003,4,4
Somalia,SOM,520,SOM,2004,4,4
Somalia,SOM,520,SOM,2005,4,4
Somalia,SOM,520,SOM,2006,4,4
Somalia,SOM,520,SOM,2007,5,5
Somalia,SOM,520,SOM,2008,5,5
Somalia,SOM,520,SOM,2009,5,4
Somalia,SOM,520,SOM,2010,5,4
Somalia,SOM,520,SOM,2011,5,5
Djibouti,DJI,522,DJI,1976, , 
Djibouti,DJI,522,DJI,1977, , 
Djibouti,DJI,522,DJI,1978,3,2
Djibouti,DJI,522,DJI,1979,3,2
Djibouti,DJI,522,DJI,1980,2,2
Djibouti,DJI,522,DJI,1981,2,1
Djibouti,DJI,522,DJI,1982,1,2
Djibouti,DJI,522,DJI,1983,2,2
Djibouti,DJI,522,DJI,1984,2,1
Djibouti,DJI,522,DJI,1985, ,2
Djibouti,DJI,522,DJI,1986, ,1
Djibouti,DJI,522,DJI,1987,1,2
Djibouti,DJI,522,DJI,1988,2,1
Djibouti,DJI,522,DJI,1989,2,2
Djibouti,DJI,522,DJI,1990,2,2
Djibouti,DJI,522,DJI,1991,3,3
Djibouti,DJI,522,DJI,1992,3,3
Djibouti,DJI,522,DJI,1993, ,4
Djibouti,DJI,522,DJI,1994,4,3
Djibouti,DJI,522,DJI,1995, ,2
Djibouti,DJI,522,DJI,1996,2,2
Djibouti,DJI,522,DJI,1997,2,2
Djibouti,DJI,522,DJI,1998,3,4
Djibouti,DJI,522,DJI,1999,3,3
Djibouti,DJI,522,DJI,2000, ,2
Djibouti,DJI,522,DJI,2001, ,3
Djibouti,DJI,522,DJI,2002, ,2
Djibouti,DJI,522,DJI,2003, ,3
Djibouti,DJI,522,DJI,2004, ,2
Djibouti,DJI,522,DJI,2005, ,2
Djibouti,DJI,522,DJI,2006, ,3
Djibouti,DJI,522,DJI,2007, ,3
Djibouti,DJI,522,DJI,2008, ,2
Djibouti,DJI,522,DJI,2009,1,2
Djibouti,DJI,522,DJI,2010,,2
Djibouti,DJI,522,DJI,2011,,3
Ethiopia,ETH,530,ETH,1976,5,4
Ethiopia,ETH,530,ETH,1977,5,4
Ethiopia,ETH,530,ETH,1978,5,5
Ethiopia,ETH,530,ETH,1979,4,4
Ethiopia,ETH,530,ETH,1980,4,5
Ethiopia,ETH,530,ETH,1981,4,4
Ethiopia,ETH,530,ETH,1982,4,4
Ethiopia,ETH,530,ETH,1983,4,4
Ethiopia,ETH,530,ETH,1984,3,4
Ethiopia,ETH,530,ETH,1985,4,4
Ethiopia,ETH,530,ETH,1986,4,5
Ethiopia,ETH,530,ETH,1987,4,5
Ethiopia,ETH,530,ETH,1988,5,5
Ethiopia,ETH,530,ETH,1989,4,4
Ethiopia,ETH,530,ETH,1990,4,4
Ethiopia,ETH,530,ETH,1991,4,4
Ethiopia,ETH,530,ETH,1992,4,3
Ethiopia,ETH,530,ETH,1993,4,3
Ethiopia,ETH,530,ETH,1994,4,4
Ethiopia,ETH,530,ETH,1995,3,4
Ethiopia,ETH,530,ETH,1996,4,2
Ethiopia,ETH,530,ETH,1997,4,3
Ethiopia,ETH,530,ETH,1998,5,4
Ethiopia,ETH,530,ETH,1999,5,4
Ethiopia,ETH,530,ETH,2000,4,3
Ethiopia,ETH,530,ETH,2001,4,3
Ethiopia,ETH,530,ETH,2002,4,4
Ethiopia,ETH,530,ETH,2003,4,4
Ethiopia,ETH,530,ETH,2004,4,4
Ethiopia,ETH,530,ETH,2005,4,4
Ethiopia,ETH,530,ETH,2006,3,4
Ethiopia,ETH,530,ETH,2007,4,4
Ethiopia,ETH,530,ETH,2008,3,4
Ethiopia,ETH,530,ETH,2009,3,4
Ethiopia,ETH,530,ETH,2010,3,4
Ethiopia,ETH,530,ETH,2011,4,3
Eritrea,ERI,531,ERI,1976, , 
Eritrea,ERI,531,ERI,1977, , 
Eritrea,ERI,531,ERI,1978, , 
Eritrea,ERI,531,ERI,1979, , 
Eritrea,ERI,531,ERI,1980, , 
Eritrea,ERI,531,ERI,1981, , 
Eritrea,ERI,531,ERI,1982, , 
Eritrea,ERI,531,ERI,1983, , 
Eritrea,ERI,531,ERI,1984, , 
Eritrea,ERI,531,ERI,1985, , 
Eritrea,ERI,531,ERI,1986, , 
Eritrea,ERI,531,ERI,1987, , 
Eritrea,ERI,531,ERI,1988, , 
Eritrea,ERI,531,ERI,1989, , 
Eritrea,ERI,531,ERI,1990, , 
Eritrea,ERI,531,ERI,1991, , 
Eritrea,ERI,531,ERI,1992, , 
Eritrea,ERI,531,ERI,1993,2,1
Eritrea,ERI,531,ERI,1994,2,1
Eritrea,ERI,531,ERI,1995,2,1
Eritrea,ERI,531,ERI,1996,2,1
Eritrea,ERI,531,ERI,1997,3,2
Eritrea,ERI,531,ERI,1998,5,4
Eritrea,ERI,531,ERI,1999,4,3
Eritrea,ERI,531,ERI,2000,4,2
Eritrea,ERI,531,ERI,2001,3,3
Eritrea,ERI,531,ERI,2002,3,2
Eritrea,ERI,531,ERI,2003,3,3
Eritrea,ERI,531,ERI,2004,4,3
Eritrea,ERI,531,ERI,2005,3,3
Eritrea,ERI,531,ERI,2006,4,4
Eritrea,ERI,531,ERI,2007,4,4
Eritrea,ERI,531,ERI,2008,3,4
Eritrea,ERI,531,ERI,2009,4,4
Eritrea,ERI,531,ERI,2010,4,4
Eritrea,ERI,531,ERI,2011,4,4
Angola,ANG,540,AGO,1976,3, 
Angola,ANG,540,AGO,1977, , 
Angola,ANG,540,AGO,1978,3, 
Angola,ANG,540,AGO,1979,3,2
Angola,ANG,540,AGO,1980,3,3
Angola,ANG,540,AGO,1981,3,3
Angola,ANG,540,AGO,1982,3,3
Angola,ANG,540,AGO,1983,3,5
Angola,ANG,540,AGO,1984,3,3
Angola,ANG,540,AGO,1985,3,5
Angola,ANG,540,AGO,1986,4,5
Angola,ANG,540,AGO,1987,4,5
Angola,ANG,540,AGO,1988,4,4
Angola,ANG,540,AGO,1989,4,4
Angola,ANG,540,AGO,1990,4,4
Angola,ANG,540,AGO,1991,3,3
Angola,ANG,540,AGO,1992,4,5
Angola,ANG,540,AGO,1993,5,5
Angola,ANG,540,AGO,1994,5,5
Angola,ANG,540,AGO,1995,4,5
Angola,ANG,540,AGO,1996,4,5
Angola,ANG,540,AGO,1997,4,4
Angola,ANG,540,AGO,1998,5,5
Angola,ANG,540,AGO,1999,5,5
Angola,ANG,540,AGO,2000,4,5
Angola,ANG,540,AGO,2001,5,4
Angola,ANG,540,AGO,2002,3,4
Angola,ANG,540,AGO,2003,4,4
Angola,ANG,540,AGO,2004,4,4
Angola,ANG,540,AGO,2005,3,4
Angola,ANG,540,AGO,2006,3,3
Angola,ANG,540,AGO,2007,3,4
Angola,ANG,540,AGO,2008,3,3
Angola,ANG,540,AGO,2009,3,4
Angola,ANG,540,AGO,2010,3,3
Angola,ANG,540,AGO,2011,3,3
Mozambique,MZM,541,MOZ,1976,4, 
Mozambique,MZM,541,MOZ,1977,3,3
Mozambique,MZM,541,MOZ,1978,3,3
Mozambique,MZM,541,MOZ,1979,3,3
Mozambique,MZM,541,MOZ,1980,3,3
Mozambique,MZM,541,MOZ,1981,3,2
Mozambique,MZM,541,MOZ,1982,3,3
Mozambique,MZM,541,MOZ,1983,3,5
Mozambique,MZM,541,MOZ,1984,3,3
Mozambique,MZM,541,MOZ,1985,4,5
Mozambique,MZM,541,MOZ,1986,4,5
Mozambique,MZM,541,MOZ,1987,4,5
Mozambique,MZM,541,MOZ,1988,3,4
Mozambique,MZM,541,MOZ,1989,3,4
Mozambique,MZM,541,MOZ,1990,3,4
Mozambique,MZM,541,MOZ,1991,3,4
Mozambique,MZM,541,MOZ,1992,4,5
Mozambique,MZM,541,MOZ,1993,3,4
Mozambique,MZM,541,MOZ,1994,3,3
Mozambique,MZM,541,MOZ,1995,2,3
Mozambique,MZM,541,MOZ,1996,3,3
Mozambique,MZM,541,MOZ,1997,2,3
Mozambique,MZM,541,MOZ,1998,3,3
Mozambique,MZM,541,MOZ,1999,2,2
Mozambique,MZM,541,MOZ,2000,3,3
Mozambique,MZM,541,MOZ,2001,3,3
Mozambique,MZM,541,MOZ,2002,2,3
Mozambique,MZM,541,MOZ,2003,2,3
Mozambique,MZM,541,MOZ,2004,3,3
Mozambique,MZM,541,MOZ,2005,3,3
Mozambique,MZM,541,MOZ,2006,3,3
Mozambique,MZM,541,MOZ,2007,3,3
Mozambique,MZM,541,MOZ,2008,3,3
Mozambique,MZM,541,MOZ,2009,3,3
Mozambique,MZM,541,MOZ,2010,4,3
Mozambique,MZM,541,MOZ,2011,3,3
Zambia,ZAM,551,ZMB,1976,3, 
Zambia,ZAM,551,ZMB,1977, ,2
Zambia,ZAM,551,ZMB,1978, ,3
Zambia,ZAM,551,ZMB,1979,2,3
Zambia,ZAM,551,ZMB,1980,3,3
Zambia,ZAM,551,ZMB,1981,3,3
Zambia,ZAM,551,ZMB,1982,3,3
Zambia,ZAM,551,ZMB,1983,3,2
Zambia,ZAM,551,ZMB,1984,2,2
Zambia,ZAM,551,ZMB,1985,2,2
Zambia,ZAM,551,ZMB,1986,3,3
Zambia,ZAM,551,ZMB,1987,3,2
Zambia,ZAM,551,ZMB,1988,2,3
Zambia,ZAM,551,ZMB,1989,2,2
Zambia,ZAM,551,ZMB,1990,3,3
Zambia,ZAM,551,ZMB,1991,1,2
Zambia,ZAM,551,ZMB,1992,3,2
Zambia,ZAM,551,ZMB,1993,3,3
Zambia,ZAM,551,ZMB,1994,2,3
Zambia,ZAM,551,ZMB,1995,2,3
Zambia,ZAM,551,ZMB,1996,2,3
Zambia,ZAM,551,ZMB,1997,3,3
Zambia,ZAM,551,ZMB,1998,4,3
Zambia,ZAM,551,ZMB,1999,2,2
Zambia,ZAM,551,ZMB,2000,3,2
Zambia,ZAM,551,ZMB,2001,3,3
Zambia,ZAM,551,ZMB,2002,3,3
Zambia,ZAM,551,ZMB,2003,3,3
Zambia,ZAM,551,ZMB,2004,3,3
Zambia,ZAM,551,ZMB,2005,3,3
Zambia,ZAM,551,ZMB,2006,3,3
Zambia,ZAM,551,ZMB,2007,2,3
Zambia,ZAM,551,ZMB,2008,,3
Zambia,ZAM,551,ZMB,2009,,3
Zambia,ZAM,551,ZMB,2010,,4
Zambia,ZAM,551,ZMB,2011,,3
Zimbabwe,ZIM,552,ZWE,1976, , 
Zimbabwe,ZIM,552,ZWE,1977, , 
Zimbabwe,ZIM,552,ZWE,1978, , 
Zimbabwe,ZIM,552,ZWE,1979, , 
